ଡବଲ ଜିରୋ	00
ଡବଲ ଯିରୋ	00
ଡବଲ ଶୂନ୍ୟ	00
ଡବଲ ଶୁନ	00
ଡବଲ ଶୁନ୍ୟ	00
ଡବଲ ଶୂନ	00
ଡବଲ ନୋଟ୍‌	00
ଡବଲ ଶୂନ୍‌	00
ଡବଲ ଶୁନ୍ୟ	00
ଡବଲ ଶୁନ୍ନ	00
ଡବଲ ଏକ	11
ଡବଲ ଏକେ	11
ଡବଲ ୱାନ୍‌	11
ଡବଲ ବାନ୍	11
ଡବଲ ବାନ	11
ଡବଲ ୱାନ୍	11
ଡବଲ ୱାନ	11
ଡବଲ ଦୁଇ	22
ଡବଲ ଟୁ	22
ଡବଲ ତୁ	22
ଡବଲ ଟୂ	22
ଡବଲ ତୂ	22
ଡବଲ ତିନି	33
ଡବଲ ତିନ	33
ଡବଲ ଥ୍ରୀ	33
ଡବଲ ଥ୍ରି	33
ଡବଲ ଚାରି	44
ଡବଲ ଚାର	44
ଡବଲ ଫର୍‌	44
ଡବଲ ପାଞ୍ଚ	55
ଡବଲ ପାଞ୍ଚେ	55
ଡବଲ ଫାଇଭ୍‌	55
ଡବଲ ଫାଇବ	55
ଡବଲ ଫାଇଭ	55
ଡବଲ ଛଅ	66
ଡବଲ ଛ	66
ଡବଲ ସିକ୍ସ	66
ଡବଲ ସାତ	77
ଡବଲ ସାତେ	77
ଡବଲ ସେଭେନ୍‌	77
ଡବଲ ସେବେନ୍	77
ଡବଲ ସେବେନ	77
ଡବଲ ଆଠ	88
ଡବଲ ଆଠେ	88
ଡବଲ ଏଇଟ୍	88
ଡବଲ ଏଇଟ	88
ଡବଲ ନଅ	99
ଡବଲ ନୋ	99
ଡବଲ ନ	99
ଡବଲ ନାଇନ୍‌	99
ଡବଲ ନାଇନ	99
ଡବଲ ନାଇନ୍	99
ଟ୍ରିପଲ ଜିରୋ	000
ଟ୍ରିପଲ ଯିରୋ	000
ଟ୍ରିପଲ ଶୂନ୍ୟ	000
ଟ୍ରିପଲ ଶୁନ	000
ଟ୍ରିପଲ ଶୁନ୍ୟ	000
ଟ୍ରିପଲ ଶୂନ	000
ଟ୍ରିପଲ ନୋଟ୍‌	000
ଟ୍ରିପଲ ଶୂନ୍‌	000
ଟ୍ରିପଲ ଏକ	111
ଟ୍ରିପଲ ଏକେ	111
ଟ୍ରିପଲ ୱାନ୍‌	111
ଟ୍ରିପଲ ବାନ୍	111
ଟ୍ରିପଲ ବାନ	111
ଟ୍ରିପଲ ୱାନ୍	111
ଟ୍ରିପଲ ୱାନ	111
ଟ୍ରିପଲ ଦୁଇ	222
ଟ୍ରିପଲ ଟୁ	222
ଟ୍ରିପଲ ତୁ	222
ଟ୍ରିପଲ ଟୂ	222
ଟ୍ରିପଲ ତୂ	222
ଟ୍ରିପଲ ତିନି	333
ଟ୍ରିପଲ ତିନ	333
ଟ୍ରିପଲ ଥ୍ରୀ	333
ଟ୍ରିପଲ ଥ୍ରି	333
ଟ୍ରିପଲ ଚାରି	444
ଟ୍ରିପଲ ଚାର	444
ଟ୍ରିପଲ ଫର୍‌	444
ଟ୍ରିପଲ ପାଞ୍ଚ	555
ଟ୍ରିପଲ ପାଞ୍ଚେ	555
ଟ୍ରିପଲ ଫାଇଭ୍‌	555
ଟ୍ରିପଲ ଫାଇବ	555
ଟ୍ରିପଲ ଫାଇଭ	555
ଟ୍ରିପଲ ଛଅ	666
ଟ୍ରିପଲ ଛ	666
ଟ୍ରିପଲ ସିକ୍ସ	666
ଟ୍ରିପଲ ସାତ	777
ଟ୍ରିପଲ ସାତେ	777
ଟ୍ରିପଲ ସେଭେନ୍‌	777
ଟ୍ରିପଲ ସେବେନ୍	777
ଟ୍ରିପଲ ସେବେନ	777
ଟ୍ରିପଲ ଆଠ	888
ଟ୍ରିପଲ ଆଠେ	888
ଟ୍ରିପଲ ଏଇଟ୍	888
ଟ୍ରିପଲ ଏଇଟ	888
ଟ୍ରିପଲ ନଅ	999
ଟ୍ରିପଲ ନୋ	999
ଟ୍ରିପଲ ନ	999
ଟ୍ରିପଲ ନାଇନ୍‌	999
ଟ୍ରିପଲ ନାଇନ	999
ଟ୍ରିପଲ ନାଇନ୍	999
